# id  R  x  y  vR  vphi  Lz0  Lz_end  dLz  JR0  JR_end  dJR  eR0  eR_end  deR  vR_end
26626 10.731 6.38834 -8.62222 -0.0045215 0.217787 2.33706 2.34113 0.00406499 0.00103374 0.00104008 6.34017e-06 1.51359e-05 1.52023e-05 6.63805e-08 -0.00229278
26627 5.73316 3.54834 -4.50316 0.00220552 0.216512 1.2413 1.24172 0.000417557 0.000531912 0.000292466 -0.000239446 1.46634e-05 8.06028e-06 -6.60309e-06 0.00385363
26628 4.85004 -4.19931 -2.42665 0.0114563 0.209148 1.01438 1.01441 3.77793e-05 0.0055048 0.0054881 -1.66997e-05 0.0001854 0.000184832 -5.68332e-07 -0.0126556
26629 5.26107 4.77086 2.2176 0.016096 0.227355 1.19613 1.19641 0.000283244 0.00640866 0.00630778 -0.000100885 0.000183049 0.000180129 -2.9192e-06 -0.0022576
26630 6.97496 -5.56639 -4.20302 0.00128552 0.222636 1.55288 1.55304 0.000159075 0.00035155 0.000367773 1.62226e-05 7.74727e-06 8.10392e-06 3.56648e-07 0.00257228
26631 8.26126 5.31341 6.32583 0.00353477 0.224846 1.85751 1.85772 0.000210673 0.0016049 0.00161645 1.15487e-05 2.95614e-05 2.97707e-05 2.09286e-07 0.00495598
26632 4.93244 -4.68755 -1.53487 0.00763895 0.223717 1.10347 1.10344 -2.84834e-05 0.00138429 0.00139989 1.56024e-05 4.2916e-05 4.34007e-05 4.84631e-07 0.0018527
26633 5.22916 1.75678 -4.92522 0.012399 0.214461 1.12145 1.12152 7.47795e-05 0.00353634 0.00352011 -1.62298e-05 0.000107811 0.000107309 -5.01436e-07 -0.014259
26634 2.5821 2.22457 -1.31094 0.00587873 0.207251 0.535144 0.535137 -6.9916e-06 0.00286801 0.00287502 7.01461e-06 0.0001831 0.000183549 4.49428e-07 -0.0143736
26635 10.0194 8.71429 4.94466 -0.0071331 0.220636 2.21064 2.22038 0.00974274 0.0016698 0.00166853 -1.27301e-06 2.58447e-05 2.57117e-05 -1.32987e-07 0.00607966
26636 3.62359 2.60186 -2.52205 0.0268689 0.219982 0.797125 0.797166 4.14183e-05 0.00843629 0.00839165 -4.46424e-05 0.000360969 0.000359047 -1.92223e-06 0.0167929
26637 6.58636 -6.27716 -1.99432 0.00565785 0.212348 1.3986 1.38856 -0.0100342 0.0030776 0.00797506 0.00489745 7.52558e-05 0.000196196 0.00012094 0.0132078
26638 11.0696 8.9913 -6.45692 0.00381218 0.223957 2.47911 2.47796 -0.00114907 0.00165423 0.00162584 -2.83827e-05 2.28316e-05 2.24503e-05 -3.81251e-07 0.00242905
26639 3.14828 -3.07047 -0.695625 -0.000693195 0.207957 0.654707 0.6547 -7.04996e-06 0.00283588 0.0028439 8.01722e-06 0.000148034 0.000148454 4.19511e-07 0.00214949
26640 2.17039 -2.12355 -0.44849 -0.0121498 0.232134 0.503822 0.503822 -2.47719e-07 0.00322243 0.00322257 1.38045e-07 0.000218443 0.000218453 9.45111e-09 -0.00878089
26641 2.9645 -0.87179 -2.83341 -0.00906158 0.202131 0.599216 0.599069 -0.000146883 0.0064933 0.00664067 0.000147368 0.000369565 0.000378015 8.44976e-06 -0.0255088
26642 6.9498 1.36169 -6.8151 -0.00354406 0.216262 1.50298 1.50075 -0.0022332 0.000893115 0.00210677 0.00121366 2.0333e-05 4.80223e-05 2.76894e-05 -0.0071003
26643 5.94033 -3.34523 4.90886 0.00343771 0.218502 1.29797 1.29801 4.07188e-05 0.000309425 0.000284075 -2.535e-05 8.15805e-06 7.4895e-06 -6.68545e-07 0.00383732
26644 5.96544 -5.07588 -3.13399 -0.00178535 0.227929 1.3597 1.36188 0.00218375 0.00253337 0.00143834 -0.00109503 6.37273e-05 3.61331e-05 -2.75942e-05 -0.00620203
26645 4.15794 2.53168 -3.29835 -0.00698236 0.210733 0.876216 0.876218 1.47419e-06 0.00285766 0.00286052 2.85362e-06 0.000111499 0.00011161 1.11035e-07 -0.00935028
26646 5.21773 -5.03697 1.36149 -0.0198941 0.221266 1.15451 1.154 -0.000505835 0.00674221 0.00697662 0.000234418 0.000199487 0.0002065 7.01268e-06 -0.0200897
26647 3.49657 -2.67079 2.25675 -0.00413939 0.215587 0.753816 0.75382 3.90745e-06 0.000620726 0.000621922 1.19571e-06 2.8174e-05 2.82282e-05 5.41098e-08 -0.00695639
26648 3.8552 1.45888 3.56851 0.0151005 0.217962 0.840288 0.840263 -2.45186e-05 0.00290485 0.00293171 2.68573e-05 0.000118179 0.000119274 1.09489e-06 -0.00565889
26649 2.72345 -2.62279 0.733592 -0.00146108 0.225859 0.615116 0.615149 3.30171e-05 0.000631007 0.000597812 -3.3195e-05 3.50965e-05 3.3249e-05 -1.8475e-06 0.00168649
26650 8.5589 8.46523 -1.26283 0.00967822 0.215705 1.8462 1.84627 7.38577e-05 0.00353032 0.0033788 -0.000151515 6.54028e-05 6.2595e-05 -2.80781e-06 -0.0108727
26651 10.1607 -10.1175 -0.936349 -0.00866471 0.2161 2.19574 2.20381 0.00807525 0.00339178 0.00339145 -3.2958e-07 5.28397e-05 5.26411e-05 -1.98633e-07 0.00648786
26652 7.71508 6.76981 -3.70029 -0.0140103 0.218241 1.68375 1.68335 -0.000400259 0.0049859 0.0051931 0.000207199 0.000101247 0.000105475 4.22836e-06 0.00284973
26653 2.98856 0.0355506 2.98835 0.00859636 0.228922 0.684147 0.684225 7.71505e-05 0.00231153 0.0022349 -7.66366e-05 0.000115506 0.000111668 -3.83803e-06 -0.00274713
26654 7.48922 2.58793 7.02787 -0.00224951 0.219843 1.64645 1.64608 -0.000373443 0.00012291 0.000267048 0.000144138 2.5548e-06 5.55196e-06 2.99716e-06 -0.00301329
26655 3.92539 2.74587 -2.80516 0.0079548 0.231082 0.907088 0.907119 3.07201e-05 0.00404679 0.00402115 -2.56424e-05 0.000152463 0.000151493 -9.69818e-07 -0.00665119
26656 4.96092 3.05923 -3.90536 -0.00924646 0.205606 1.01999 1.02003 3.80941e-05 0.00760895 0.00756892 -4.00273e-05 0.000254688 0.000253342 -1.34604e-06 -0.0214213
26657 12.4556 -4.90612 -11.4486 0.00176001 0.221853 2.7633 2.76349 0.000189962 0.000401535 0.000431672 3.0137e-05 4.97285e-06 5.3457e-06 3.72849e-07 -0.00309553
26658 5.6399 3.66833 4.28391 -0.00475253 0.224916 1.2685 1.26831 -0.000195678 0.00130821 0.00140234 9.41301e-05 3.52833e-05 3.7827e-05 2.54368e-06 -0.00725861
26659 2.13711 1.24694 1.73562 0.0164649 0.222409 0.475312 0.475312 1.05977e-07 0.00196544 0.00196536 -8.41207e-08 0.000141329 0.000141323 -6.03888e-09 0.000601457
26660 7.27268 5.89097 4.26479 -0.00511918 0.210357 1.52986 1.53009 0.000225098 0.00481009 0.00470633 -0.000103758 0.000107495 0.000105163 -2.33193e-06 0.00785129
26661 2.72383 -2.46401 -1.161 0.0096735 0.215175 0.586101 0.586107 6.14096e-06 0.00120373 0.0011977 -6.02158e-06 7.0242e-05 6.98901e-05 -3.51882e-07 0.00994325
26662 7.47492 -6.44282 -3.79006 -0.000780324 0.223718 1.67227 1.67205 -0.000227027 0.000686665 0.000775185 8.85205e-05 1.40511e-05 1.58643e-05 1.81326e-06 -0.000806767
26663 8.93333 -6.48514 -6.14389 -0.00540324 0.224161 2.0025 2.00133 -0.00117497 0.00186146 0.00183418 -2.72743e-05 3.18038e-05 3.13563e-05 -4.47462e-07 0.00403047
26664 11.6093 -3.17602 11.1664 0.00427576 0.220304 2.55757 2.55827 0.000696369 0.000690079 0.000698117 8.03785e-06 9.23344e-06 9.33843e-06 1.04997e-07 -0.000522087
26665 4.82778 -1.11187 -4.698 -0.00293946 0.214664 1.03635 1.03636 1.11988e-05 0.00100043 0.00100013 -3.07876e-07 3.30276e-05 3.30171e-05 -1.05177e-08 0.00433917
26666 4.14345 -4.11707 0.466799 -0.000485912 0.218599 0.905754 0.905761 6.98419e-06 5.51827e-05 5.18971e-05 -3.28561e-06 2.08504e-06 1.96089e-06 -1.24158e-07 -0.00173207
26667 7.80873 7.33392 2.68139 0.00422145 0.217581 1.69903 1.69865 -0.000375965 0.000734022 0.000768148 3.41256e-05 1.47835e-05 1.54741e-05 6.90626e-07 0.00320688
26668 10.2326 9.06639 4.74413 -0.00301807 0.221315 2.26463 2.27434 0.00970731 0.000415589 0.000407372 -8.2163e-06 6.28017e-06 6.12974e-06 -1.50427e-07 -0.00304209
26669 6.38528 2.89667 -5.69043 0.00883223 0.217064 1.38601 1.38994 0.00393112 0.00193114 5.99031e-05 -0.00187124 4.7663e-05 1.47495e-06 -4.6188e-05 -0.000945817
26670 8.82053 -0.525333 8.80487 -0.00646635 0.215131 1.89757 1.89816 0.000586178 0.00248457 0.00242757 -5.69972e-05 4.47919e-05 4.37512e-05 -1.04063e-06 0.00872068
26671 3.33992 -1.00953 3.1837 -0.0240152 0.224236 0.748931 0.749099 0.000167651 0.00672001 0.00654978 -0.000170228 0.000306195 0.000298394 -7.80109e-06 0.0177785
26672 7.70258 -4.91557 -5.93017 -0.00642063 0.220236 1.69639 1.69647 8.26451e-05 0.00102465 0.00106362 3.89679e-05 2.06679e-05 2.14527e-05 7.84804e-07 -0.00539749
26673 4.12822 -1.12936 3.97074 -0.000915553 0.214022 0.883531 0.883531 1.18167e-07 0.000942254 0.000943625 1.37106e-06 3.6486e-05 3.65391e-05 5.30658e-08 0.00624018
26674 4.54024 1.03683 4.42026 -0.0103236 0.223872 1.01643 1.01641 -2.37806e-05 0.00202663 0.00204289 1.62621e-05 6.81939e-05 6.87424e-05 5.48457e-07 0.00891531
26675 4.71055 1.09406 4.58173 -0.0171647 0.210041 0.989407 0.989443 3.54568e-05 0.00718778 0.0071813 -6.48058e-06 0.000248044 0.000247812 -2.31968e-07 0.00634628
26676 5.45632 2.48658 -4.85679 0.0323455 0.218312 1.19118 1.19122 3.86777e-05 0.0183982 0.0183692 -2.9012e-05 0.000525972 0.00052513 -8.42235e-07 -0.000510609
26677 2.98524 -0.598455 -2.92464 -0.0314413 0.229757 0.68588 0.686021 0.000140438 0.0118523 0.0117117 -0.000140597 0.000588115 0.000581058 -7.05649e-06 0.021318
26678 4.47858 3.52584 -2.76154 0.0204568 0.205105 0.918579 0.918639 6.01071e-05 0.011761 0.0116981 -6.28905e-05 0.000436377 0.000434025 -2.3522e-06 0.0274869
26679 5.00877 -3.98574 3.03341 -0.0180552 0.22499 1.12692 1.12682 -0.000102899 0.00619189 0.00628525 9.33599e-05 0.00018771 0.000190553 2.84253e-06 -0.00184845
26680 8.49683 -8.15746 -2.37736 0.00142247 0.217425 1.84742 1.84821 0.000792853 0.000413975 0.000386317 -2.76578e-05 7.66843e-06 7.15307e-06 -5.15365e-07 -0.002149
26681 9.23501 5.45047 -7.45505 0.00585709 0.217461 2.00825 2.00864 0.000385309 0.00138658 0.00140497 1.83942e-05 2.36243e-05 2.3933e-05 3.08735e-07 0.00215862
26682 13.6856 3.3622 -13.2662 -0.00409299 0.215643 2.95121 2.95111 -0.000105154 0.00237088 0.00232917 -4.17127e-05 2.74869e-05 2.70044e-05 -4.82514e-07 0.00137306
26683 3.31728 3.10106 1.17803 0.00918354 0.226618 0.751755 0.751714 -4.10624e-05 0.00188041 0.00192154 4.11301e-05 8.55371e-05 8.74113e-05 1.87418e-06 0.00353992
26684 12.7012 9.64568 8.26321 -0.00602937 0.219313 2.78553 2.78571 0.000182022 0.00151814 0.00164134 0.000123202 1.86491e-05 2.01609e-05 1.51182e-06 0.00620532
26685 4.71779 -4.59139 1.08472 0.0104764 0.209464 0.988206 0.988261 5.48535e-05 0.00485065 0.00483188 -1.87702e-05 0.000167723 0.000167066 -6.57263e-07 0.0148341
26686 4.86944 -4.66935 -1.38153 0.00285968 0.217626 1.05972 1.05972 4.61606e-06 0.00030178 0.000299981 -1.79885e-06 9.7452e-06 9.68707e-06 -5.81262e-08 -0.00436654
26687 3.40104 0.938878 -3.26889 -0.00461548 0.230656 0.784472 0.784473 5.23972e-07 0.00280962 0.0028088 -8.1545e-07 0.000122432 0.000122397 -3.55858e-08 0.0156301
26688 2.4456 -2.1144 1.22893 -0.0403753 0.22736 0.556031 0.556136 0.000104628 0.0142298 0.0141252 -0.000104574 0.000868663 0.00086217 -6.49278e-06 0.040557
26689 3.99976 1.67748 -3.631 -0.00437323 0.223736 0.894891 0.894889 -2.26755e-06 0.000613106 0.000615149 2.04324e-06 2.34423e-05 2.35204e-05 7.81651e-08 -0.00679714
26690 8.64987 -8.64836 -0.161575 -0.00664185 0.225935 1.95431 1.95682 0.00251043 0.00325499 0.00324776 -7.22992e-06 5.69708e-05 5.67715e-05 -1.99362e-07 -0.0103141
26691 5.59959 -3.78204 -4.12936 -0.00485148 0.220417 1.23425 1.23466 0.000411056 0.00043073 0.000252659 -0.000178071 1.19422e-05 7.0031e-06 -4.93911e-06 -0.00261864
26692 5.06922 -2.88168 -4.17048 0.0006993 0.22197 1.12521 1.12516 -5.78196e-05 0.000135262 0.000139863 4.60106e-06 4.1139e-06 4.25405e-06 1.40151e-07 0.00102135
26693 5.83983 4.30755 3.94317 0.000683305 0.220866 1.28982 1.28982 -7.22316e-07 3.70257e-05 3.86877e-05 1.662e-06 9.82428e-07 1.02653e-06 4.40993e-08 0.000547841
26694 8.41067 -7.67482 3.44042 -0.00714222 0.215394 1.81161 1.8107 -0.000902853 0.00248218 0.00234035 -0.000141834 4.68713e-05 4.42162e-05 -2.65512e-06 -0.00849897
26695 9.17495 -4.14627 -8.18462 0.00224384 0.218415 2.00394 2.0029 -0.00104333 0.000294874 0.000288163 -6.71049e-06 5.0357e-06 4.92367e-06 -1.1203e-07 -0.00104211
26696 10.8867 4.56379 9.88398 0.0063738 0.223249 2.43046 2.42996 -0.000494817 0.00218916 0.00214603 -4.31357e-05 3.08173e-05 3.02164e-05 -6.00906e-07 -0.00202993
26697 3.08679 -1.39174 2.75524 0.00702211 0.225753 0.696853 0.696826 -2.63526e-05 0.0011708 0.00119768 2.68881e-05 5.74691e-05 5.87904e-05 1.3213e-06 0.0102379
26698 6.22794 -1.49626 -6.04553 0.00907851 0.220883 1.37565 1.37842 0.00277421 0.00168841 0.000377399 -0.00131101 4.19883e-05 9.36938e-06 -3.26189e-05 -0.00267408
26699 4.18093 0.280765 4.17149 -0.0183167 0.213644 0.89323 0.893176 -5.36762e-05 0.00545375 0.00547793 2.41766e-05 0.000208547 0.000209482 9.35234e-07 0.00749396
26700 12.293 -4.3498 -11.4977 -0.00124212 0.223103 2.74261 2.74292 0.000312137 0.000829919 0.000846787 1.68675e-05 1.03552e-05 1.05645e-05 2.09239e-07 -0.00429934
26701 12.5753 6.88577 10.5226 0.00512057 0.224171 2.81902 2.81989 0.000863869 0.00250468 0.00279779 0.000293111 3.0399e-05 3.39449e-05 3.54591e-06 0.00393133
26702 5.39149 5.38322 0.298679 0.00234278 0.221317 1.19323 1.19327 4.42091e-05 0.000156041 0.000128315 -2.77265e-05 4.47535e-06 3.68003e-06 -7.95321e-07 -0.00270223
26703 7.01738 -6.16788 -3.34677 0.00238999 0.221743 1.55605 1.55628 0.000221329 0.000267637 0.000233723 -3.39144e-05 5.8861e-06 5.13953e-06 -7.46569e-07 0.00217333
26704 8.77209 7.31245 -4.84538 -0.00357935 0.215603 1.89129 1.89246 0.00117175 0.00143 0.00144515 1.515e-05 2.58702e-05 2.61281e-05 2.57828e-07 0.00528297
26705 4.16066 -2.92089 2.96301 0.0115536 0.216769 0.9019 0.901947 4.69312e-05 0.00203682 0.00201051 -2.63169e-05 7.72339e-05 7.62327e-05 -1.00115e-06 -0.00716686
26706 5.54419 -1.22798 5.40649 -0.0150697 0.212483 1.17805 1.17847 0.000425458 0.00588576 0.00571246 -0.000173301 0.000170714 0.000165635 -5.07835e-06 -0.0180203
26707 8.19391 6.32071 5.21429 -0.00374362 0.221572 1.81554 1.81667 0.00112872 0.000502559 0.000574476 7.19169e-05 9.47267e-06 1.08214e-05 1.34869e-06 -0.00414029
26708 3.43538 0.251584 -3.42616 -0.00358845 0.226154 0.776926 0.776923 -3.43979e-06 0.000998459 0.00100361 5.15013e-06 4.39643e-05 4.41912e-05 2.26873e-07 -0.000594625
26709 4.07961 2.38269 -3.3115 0.01043 0.220859 0.901019 0.901061 4.13386e-05 0.00145216 0.00142772 -2.44359e-05 5.51294e-05 5.41997e-05 -9.29686e-07 -0.00641014
26710 8.25772 3.24734 7.59241 -0.00162397 0.224103 1.85058 1.85009 -0.000485131 0.000976179 0.000917155 -5.90248e-05 1.805e-05 1.69633e-05 -1.08678e-06 0.0038293
26711 7.86009 -5.73806 -5.37175 -0.00378811 0.217106 1.70647 1.70619 -0.000284843 0.000777323 0.000743805 -3.35185e-05 1.55872e-05 1.49177e-05 -6.69543e-07 -0.000954699
26712 3.07454 3.07203 -0.12414 -0.0162635 0.205606 0.632143 0.631534 -0.000609395 0.00637823 0.00698739 0.000609151 0.000344191 0.000377308 3.31171e-05 0.0273606
26713 5.39308 -5.304 0.976155 -0.00755107 0.218696 1.17944 1.1798 0.000353352 0.00104152 0.000903242 -0.000138276 3.02131e-05 2.61951e-05 -4.01806e-06 -0.00529918
26714 2.29374 -1.97922 -1.15928 0.00545012 0.211485 0.485092 0.485092 -3.95503e-08 0.00125291 0.00125303 1.26298e-07 8.83206e-05 8.83295e-05 8.90595e-09 -0.00206305
26715 9.17779 9.00346 1.78035 0.000482327 0.221291 2.03096 2.03205 0.00108619 0.000105618 0.000104779 -8.39135e-07 1.77975e-06 1.76467e-06 -1.50836e-08 -0.00152896
26716 4.37896 4.23826 -1.10112 0.0110039 0.217929 0.954303 0.954258 -4.4498e-05 0.00180927 0.00182387 1.45991e-05 6.48455e-05 6.53715e-05 5.25967e-07 0.0108651
26717 6.11469 -4.76762 -3.82874 0.00328618 0.209282 1.27969 1.27835 -0.00134529 0.004575 0.00526071 0.00068572 0.000122211 0.000140652 1.84409e-05 -0.00606122
26718 4.13763 3.62096 -2.00216 0.00836065 0.214909 0.889214 0.889243 2.83947e-05 0.0015877 0.00157777 -9.93583e-06 6.1072e-05 6.06881e-05 -3.83903e-07 -0.00256426
26719 2.66999 2.36636 -1.23659 0.0163793 0.221166 0.59051 0.590512 1.90934e-06 0.00234092 0.00233954 -1.3802e-06 0.000135498 0.000135418 -8.02243e-08 0.0164163
26720 8.22775 -7.8422 2.48912 0.00529157 0.223386 1.83796 1.83853 0.000566877 0.0013648 0.00132788 -3.69126e-05 2.54072e-05 2.47126e-05 -6.94628e-07 -0.00697921
26721 8.35203 -7.81417 2.94878 -0.000840352 0.217171 1.81382 1.81268 -0.00114003 0.000444745 0.000408485 -3.626e-05 8.39098e-06 7.71176e-06 -6.7922e-07 -0.00143036
26722 2.20701 -1.5906 -1.52999 -0.0052901 0.210102 0.463696 0.463696 -1.3746e-07 0.00153923 0.00153939 1.59286e-07 0.000113484 0.000113495 1.17384e-08 -0.0150083
26723 2.72404 -0.769346 2.61314 -0.0112522 0.224032 0.610272 0.610321 4.92829e-05 0.00141806 0.00136886 -4.92053e-05 7.94651e-05 7.67035e-05 -2.76153e-06 -0.00372934
26724 2.99837 0.27091 -2.98611 -0.0141854 0.221823 0.665108 0.66494 -0.000168239 0.0020217 0.00218906 0.000167352 0.000103927 0.000112549 8.6221e-06 -0.00279025
26725 3.49962 2.43727 2.51139 -0.0111817 0.226152 0.791447 0.791465 1.86377e-05 0.00231513 0.0022982 -1.69308e-05 0.000100017 9.92837e-05 -7.33077e-07 -0.00448074
26726 9.21829 6.25096 6.77513 0.010672 0.21603 1.99143 1.99001 -0.00141753 0.00423918 0.00421544 -2.37341e-05 7.28028e-05 7.2447e-05 -3.55792e-07 -0.00883497
26727 4.511 2.73231 -3.58938 -0.000770279 0.226831 1.02324 1.02321 -2.5038e-05 0.0013905 0.00140259 1.20926e-05 4.64872e-05 4.68925e-05 4.05245e-07 0.00876448
26728 5.66055 -4.39322 3.56951 0.00476066 0.216488 1.22544 1.22536 -8.11562e-05 0.000849969 0.000874218 2.42489e-05 2.37325e-05 2.4411e-05 6.78527e-07 -0.00641228
26729 3.90522 1.4637 -3.62054 0.0114542 0.224703 0.877514 0.877509 -5.41996e-06 0.00224699 0.00225037 3.37851e-06 8.75624e-05 8.76945e-05 1.32089e-07 0.00988299
26730 5.17585 -0.901986 5.09665 -0.00786644 0.226989 1.17486 1.17528 0.000421537 0.00272366 0.00249551 -0.000228148 7.92813e-05 7.26189e-05 -6.66248e-06 0.0112235
26731 2.17859 0.574467 -2.10148 0.0195702 0.222803 0.485395 0.485394 -8.31568e-07 0.00283228 0.00283304 7.61214e-07 0.00019932 0.000199374 5.38612e-08 -0.000711672
26732 5.80058 -5.7816 -0.46892 -0.00441653 0.207852 1.20566 1.20555 -0.00011134 0.00565081 0.00569804 4.7237e-05 0.000160161 0.000161512 1.35168e-06 -0.00860366
26733 9.01276 0.658749 8.98865 -0.00745178 0.217334 1.95878 1.95942 0.000639224 0.00199819 0.00202131 2.31241e-05 3.4901e-05 3.52933e-05 3.92244e-07 0.00197994
26734 9.3464 -6.37663 6.83329 -0.00440154 0.225159 2.10443 2.11207 0.00764781 0.0022204 0.00220287 -1.75292e-05 3.60976e-05 3.56831e-05 -4.14515e-07 -0.00831572
26735 5.94218 -5.18272 -2.9067 -0.00383869 0.221805 1.31801 1.31756 -0.000449424 0.000408912 0.000629458 0.000220547 1.06169e-05 1.63479e-05 5.73093e-06 0.00510263
26736 2.89642 2.61523 1.24491 -0.00309519 0.219244 0.635022 0.635024 2.26446e-06 9.95018e-05 9.73334e-05 -2.16834e-06 5.36229e-06 5.24543e-06 -1.16867e-07 0.000513523
26737 5.3632 4.6286 2.70922 0.0232729 0.22153 1.18811 1.18809 -1.63623e-05 0.00950714 0.00949949 -7.64213e-06 0.000273149 0.000272934 -2.15249e-07 -0.0219388
26738 4.79774 -4.63698 -1.23156 -0.00276324 0.219388 1.05257 1.05256 -2.44347e-06 0.000128951 0.00012878 -1.71093e-07 4.19264e-06 4.18709e-06 -5.55271e-09 0.000919695
26739 8.80109 4.03542 -7.82142 8.03744e-05 0.210398 1.85173 1.85243 0.000693778 0.00506822 0.00493504 -0.000133178 9.35885e-05 9.10973e-05 -2.49122e-06 -0.011075
26740 5.15233 4.70056 -2.10979 -0.00791535 0.229642 1.18319 1.18283 -0.000363241 0.0042566 0.00440349 0.000146885 0.00012298 0.000127257 4.27764e-06 -0.01344
26741 4.53305 -4.19321 -1.72206 -0.00872396 0.210229 0.952978 0.953029 5.14239e-05 0.00376361 0.00375438 -9.22541e-06 0.000134988 0.000134651 -3.37721e-07 -0.00949817
26742 2.86612 -2.1845 -1.85543 -0.0187331 0.221737 0.635526 0.635284 -0.00024174 0.00331979 0.00356149 0.000241699 0.000178474 0.000191517 1.3043e-05 0.0194439
26743 11.059 11.0525 0.378517 -0.00212474 0.220601 2.43962 2.43902 -0.000606448 0.000186636 0.000187801 1.16513e-06 2.61813e-06 2.63513e-06 1.69992e-08 0.00172539
26744 3.49307 3.46889 0.410312 -0.00198645 0.233133 0.81435 0.814277 -7.29595e-05 0.0040794 0.00415163 7.22306e-05 0.000171163 0.000174205 3.04123e-06 -0.0145546
26745 6.71598 4.15575 -5.2758 -0.0039318 0.218577 1.46796 1.4645 -0.0034543 0.000418622 0.00200632 0.0015877 9.75884e-06 4.68649e-05 3.7106e-05 -0.00536904
26746 5.31423 -4.12639 -3.34872 -0.00296694 0.218308 1.16014 1.1601 -3.99861e-05 0.000246513 0.000274702 2.81888e-05 7.27161e-06 8.10334e-06 8.31726e-07 -0.00154449
26747 2.71851 1.68398 -2.13412 0.000561202 0.229464 0.623798 0.623901 0.000102141 0.00161408 0.00151174 -0.000102341 8.84805e-05 8.28612e-05 -5.6193e-06 0.0119661
26748 7.63087 7.62823 0.200806 -0.017793 0.214953 1.64028 1.64106 0.000785507 0.00883245 0.00844249 -0.000389963 0.000183966 0.000175773 -8.19283e-06 -0.0183981
26749 6.47811 -5.83654 2.81081 -0.0182146 0.218473 1.41529 1.41988 0.00458967 0.00696775 0.00466816 -0.00229959 0.000168223 0.000112399 -5.58241e-05 0.00105059
26750 5.39009 5.26296 -1.16378 -0.00926096 0.226183 1.21915 1.2191 -5.19629e-05 0.00287914 0.00291051 3.1373e-05 8.07614e-05 8.16443e-05 8.82831e-07 0.00046029
26751 5.21275 -3.82756 -3.53872 0.000935894 0.230544 1.20177 1.20182 4.7163e-05 0.00386311 0.00385749 -5.62097e-06 0.000109899 0.000109735 -1.64048e-07 0.0148143
26752 2.09541 -1.52815 -1.4337 -0.0260002 0.220728 0.462515 0.462516 4.02227e-07 0.00458978 0.00458936 -4.17565e-07 0.000338535 0.000338504 -3.09928e-08 -0.0257968
26753 4.49693 4.25841 -1.44508 -0.00417419 0.218787 0.983868 0.983867 -1.61345e-06 0.000292855 0.000292845 -1.02545e-08 1.0186e-05 1.01857e-05 -3.39444e-10 0.00121258
26754 3.54926 2.41066 -2.60499 0.00567519 0.220027 0.780933 0.780936 2.85303e-06 0.000367536 0.000365967 -1.56972e-06 1.61046e-05 1.60358e-05 -6.88281e-08 -0.0010563
26755 5.11668 -3.93483 3.27071 -0.0142329 0.222308 1.13748 1.13762 0.000143352 0.00354644 0.00343355 -0.000112895 0.000106596 0.000103193 -3.40298e-06 -0.0066378
26756 4.97597 -1.13039 4.84587 -0.011004 0.215871 1.07417 1.07422 5.80728e-05 0.00244054 0.00241358 -2.69671e-05 7.77008e-05 7.68387e-05 -8.62092e-07 0.0111338
26757 9.42478 -3.02385 -8.92653 -0.0036096 0.221371 2.08637 2.08061 -0.005769 0.000511537 0.00052281 1.12735e-05 8.39036e-06 8.59903e-06 2.0867e-07 -0.000846637
26758 2.02758 -1.43405 1.43338 -0.0240086 0.21383 0.433557 0.433558 5.85727e-07 0.00415076 0.00415013 -6.30183e-07 0.000326639 0.000326589 -4.98094e-08 -0.0100238
26759 10.4798 -10.4796 0.0661369 -0.00497278 0.220522 2.31103 2.31685 0.00582287 0.000853405 0.000858109 4.70382e-06 1.26365e-05 1.26743e-05 3.77119e-08 0.00469159
26760 7.50264 -4.66275 5.87778 -0.00865923 0.22574 1.69364 1.69395 0.000308074 0.00347421 0.0032753 -0.000198908 7.01577e-05 6.61314e-05 -4.02623e-06 -0.000685955
26761 11.9472 11.7035 2.40115 -0.00519277 0.22089 2.63903 2.63912 8.53587e-05 0.00110079 0.00102458 -7.62066e-05 1.42735e-05 1.3285e-05 -9.88447e-07 0.00233183
26762 3.28505 -3.2214 0.643527 -0.0132957 0.229422 0.753662 0.753593 -6.94485e-05 0.00388079 0.0039567 7.59146e-05 0.000175934 0.000179386 3.45222e-06 -0.010247
26763 7.12045 1.83288 -6.8805 -0.000698841 0.218602 1.55654 1.55644 -0.000100037 0.000100186 0.000120713 2.05277e-05 2.20275e-06 2.65425e-06 4.51495e-07 -0.000628568
26764 12.1453 7.50788 -9.54671 -0.000223279 0.219038 2.66028 2.6604 0.000118857 7.39796e-05 9.53522e-05 2.13726e-05 9.51724e-07 1.22662e-06 2.74894e-07 -0.000119541
26765 5.14411 -4.86713 -1.66522 -0.0133138 0.219119 1.12717 1.1272 2.73762e-05 0.00294709 0.00294263 -4.45817e-06 8.94058e-05 8.92685e-05 -1.37295e-07 -0.00139565
26766 5.68634 -5.68396 0.16436 -0.0079271 0.231614 1.31703 1.31896 0.00192446 0.00632181 0.00536242 -0.000959384 0.000164021 0.00013896 -2.50615e-05 0.0136084
26767 3.90665 -3.66379 -1.35591 0.0061248 0.227747 0.889726 0.889709 -1.67957e-05 0.00203152 0.00203844 6.91695e-06 7.80862e-05 7.83534e-05 2.67146e-07 0.0122479
