# R  L  v_R  v_phi   x  y
11.1434 2.40367 -0.0109918 0.215703 6.71932 -8.88972
2.49636 0.517329 0.0126196 0.207233 1.80255 -1.72703
3.12545 0.638287 -0.00167649 0.204222 -2.04303 -2.36526
12.5561 2.74892 -0.00210865 0.218931 -4.56321 -11.6975
2.57142 0.567239 0.0103884 0.220593 -2.11709 1.4595
2.1296 0.43963 -0.0167968 0.206438 1.98139 -0.780581
4.35179 0.886231 -0.0102878 0.203647 4.25869 0.89536
5.15282 1.12653 -0.0243421 0.218623 -3.46996 3.80933
5.18181 1.15373 0.00245202 0.222649 -4.36159 2.7978
2.26682 0.499635 -0.0198616 0.220412 1.51491 -1.68628
5.58364 1.28012 -0.001072 0.229263 5.06596 -2.348
3.6812 0.830819 0.0216708 0.225692 1.7838 3.22014
7.44565 1.64454 -0.0144373 0.220872 -6.6171 3.41346
2.20476 0.463369 0.00660272 0.210168 2.1996 0.150696
10.3241 2.25393 -0.0083429 0.218316 -1.54131 -10.2084
3.75722 0.838235 -0.0172306 0.2231 1.8184 3.28787
3.44296 0.720851 -0.00999877 0.209369 -3.41672 0.424244
4.19718 0.942674 0.00863815 0.224597 0.75047 4.12954
2.32738 0.516753 0.0122894 0.222033 -1.55858 -1.72844
8.47049 1.84257 0.00248712 0.217528 -6.02523 5.95364
8.64093 1.92577 0.000520226 0.222865 8.22703 2.64229
9.91458 2.20665 0.00312113 0.222566 9.31773 3.38804
4.29674 0.943438 -0.00867902 0.219571 -3.4069 -2.61821
9.85735 2.23148 0.00634753 0.226377 -6.59035 -7.33039
8.1024 1.75362 -0.0110558 0.216432 6.77409 4.44528
7.87858 1.76078 0.00592834 0.22349 -5.43149 5.7071
7.7634 1.70158 -0.00922421 0.21918 -6.55888 4.15349
2.31891 0.525104 0.00453631 0.226444 1.96783 1.22678
2.26393 0.494052 0.00581847 0.218227 1.67147 -1.52695
6.53294 1.43682 -0.00865851 0.219935 -2.67034 5.96226
4.68146 1.01565 0.00198377 0.216951 -3.7016 2.86605
5.20557 1.14992 -0.0027984 0.220902 -2.12687 -4.75125
7.72949 1.72328 0.00207434 0.222948 -7.5075 -1.83916
4.31181 0.910271 0.00574078 0.211111 1.4151 -4.07299
15.2089 3.32889 0.0011979 0.218877 14.7648 3.64845
4.00172 0.888673 0.0163583 0.222073 1.01382 3.87116
2.34778 0.473027 -0.0168878 0.201479 -1.187 2.02561
4.55361 1.00218 0.00636171 0.220085 3.03243 3.39701
4.75843 1.08538 0.0116134 0.228095 3.85316 2.7921
3.79708 0.845758 0.00221563 0.222739 -1.50259 -3.48713
5.55422 1.18931 -0.0114144 0.214126 -3.43703 -4.36304
2.49225 0.535345 -0.010521 0.214804 1.64372 1.87336
6.49427 1.51088 -0.00181146 0.232648 4.15202 4.99362
12.822 2.8666 0.00310517 0.223569 8.41452 -9.67467
3.08117 0.663083 -0.0219967 0.215205 -1.61521 2.62387
10.0912 2.22212 6.08665e-05 0.220205 7.92472 6.24742
3.87893 0.813968 0.00202473 0.209843 -3.60487 -1.43213
8.87349 1.98466 -0.00391689 0.223662 -2.59937 -8.48423
14.6813 3.23428 -0.000620771 0.220299 -1.34424 14.6197
6.12271 1.23299 -0.0142553 0.20138 1.89973 -5.82053
6.52735 1.35627 -0.000781319 0.207783 5.55482 -3.42785
11.2159 2.46908 -0.00387348 0.220142 -11.0306 -2.03017
4.29912 0.949571 0.0145991 0.220875 -4.2878 -0.311873
7.04467 1.57873 -0.000918446 0.224103 6.85506 -1.62346
5.1067 1.14345 0.00148835 0.223911 5.0465 0.781833
4.32784 0.940361 -0.0208191 0.217282 -4.26135 -0.7557
12.3314 2.69587 -0.00268365 0.218618 12.2387 -1.50919
5.20024 1.16644 0.0124904 0.224306 -3.5233 -3.82476
3.23937 0.680114 0.0147102 0.209953 -0.718985 3.15857
5.64902 1.23854 -0.00569451 0.219248 -0.69335 -5.60631
2.53147 0.571207 -0.023521 0.225642 1.46306 2.06587
11.5037 2.47598 0.000368059 0.215234 10.853 3.81403
10.7854 2.36264 -0.00777851 0.21906 5.35208 9.36372
7.17415 1.61684 -0.0128413 0.225371 7.16782 -0.301208
9.01399 1.96092 -0.00685855 0.217542 8.34874 -3.39861
2.33175 0.480615 0.014478 0.206118 -0.63446 2.24377
3.6042 0.84226 0.0289243 0.233688 3.21231 -1.63444
3.92712 0.88255 -0.0171376 0.224732 -2.82384 2.72914
12.3917 2.69274 -0.00133365 0.217302 4.35858 11.5998
2.21466 0.499369 -0.0234001 0.225484 -1.7444 -1.36447
3.95322 0.890565 0.00941302 0.225276 3.41922 1.98416
5.96843 1.30202 -0.00230219 0.218152 -0.779965 -5.91725
5.46554 1.23547 0.0103108 0.226048 5.37464 0.992678
3.11311 0.662567 -0.0129338 0.212831 -2.33889 -2.05451
3.18173 0.718651 -0.0248258 0.225868 -2.14657 2.34854
2.33612 0.496134 0.000296474 0.212375 -1.94616 -1.29225
2.26357 0.484649 -0.00637797 0.214108 0.507183 2.20602
4.21581 0.927742 -0.00382896 0.220062 -2.52601 3.37525
3.80328 0.831785 -0.00829487 0.218702 -1.93379 -3.27497
2.30274 0.474304 -0.0190822 0.205974 -0.519919 -2.24328
9.70417 2.11044 -0.00862532 0.217477 9.63125 -1.18737
3.78944 0.809998 -0.00317016 0.213752 3.75402 0.516888
2.13323 0.453139 0.000670639 0.212419 1.89944 -0.970989
7.32424 1.60867 -0.00239525 0.219636 -2.34577 -6.93843
7.17737 1.6218 -0.0033574 0.22596 1.77299 -6.95494
6.66932 1.52965 0.00388655 0.229357 -3.13386 5.88716
10.693 2.37243 0.0030044 0.221867 -10.2906 2.90588
2.73399 0.616819 0.0042926 0.225611 2.58639 0.886172
3.52612 0.809812 0.00593502 0.229661 2.37832 2.60329
6.05538 1.33749 -0.00812225 0.220876 -0.809528 -6.00103
4.94038 1.02208 0.00860782 0.206883 -3.12921 3.82301
14.2094 3.14341 0.000415786 0.22122 6.40913 12.6819
4.45698 0.901914 0.000275675 0.20236 1.61446 4.1543
7.56611 1.63716 -0.00618592 0.216381 5.41792 5.28131
14.6861 3.20233 -0.00285979 0.218052 2.4752 -14.476
2.71145 0.587837 0.00497635 0.216798 0.9653 2.5338
3.34841 0.689573 -0.0068932 0.20594 -2.07185 2.63045
6.16768 1.32373 0.00183901 0.214624 -3.84767 4.82034
3.76429 0.777192 0.000342309 0.206464 -1.71783 3.34947
3.49326 0.749672 -0.00266674 0.214605 -3.34077 -1.02083
3.36563 0.73345 0.00283125 0.217923 -1.66529 2.92477
3.66431 0.824298 0.0136019 0.224953 -3.27201 -1.64958
4.34188 0.963775 0.0127429 0.221972 0.042804 4.34167
7.79305 1.73032 -0.00199717 0.222033 -6.12414 4.81939
6.38385 1.47821 0.00140545 0.231555 -5.17827 3.73351
3.14579 0.673729 0.00610453 0.214169 1.08421 2.95304
3.58142 0.815673 -0.00546617 0.227751 3.58142 0.0068902
8.97871 1.98244 -0.000512515 0.220793 4.27112 -7.89778
5.57241 1.17118 -0.0104703 0.210175 5.11014 -2.22221
7.78108 1.70964 -0.01464 0.219717 1.9349 -7.53666
2.27231 0.505293 0.0261742 0.22237 -1.90058 -1.24547
2.05996 0.409789 0.0149721 0.19893 -1.85594 0.89383
12.3538 2.71803 0.00500616 0.220016 0.898401 12.3211
6.06958 1.28129 -0.00218198 0.211101 4.29498 -4.2887
18.3855 4.04419 -0.000659388 0.219966 -0.811383 -18.3676
3.08335 0.639825 0.0260904 0.20751 2.98329 -0.779094
2.75197 0.597043 0.00137993 0.216951 1.61809 2.22601
10.9482 2.41456 -0.00308975 0.220544 -0.385483 -10.9414
5.99723 1.29862 0.0113706 0.216536 2.9644 -5.21336
10.2515 2.27132 -0.00796652 0.22156 -6.42153 -7.99109
3.44698 0.733943 0.0069966 0.212923 2.60473 2.25767
5.88597 1.25152 -0.00272007 0.212627 -4.93848 -3.2025
4.55143 0.980057 -0.00305426 0.215329 0.837621 -4.47369
9.78296 2.14141 -0.00128427 0.218892 -7.1705 -6.65509
6.85314 1.53502 0.000793885 0.223988 5.40988 4.20698
4.35282 0.920622 0.000131632 0.2115 3.66445 -2.34922
5.815 1.32873 0.0064992 0.2285 -5.31381 -2.36171
5.6811 1.25047 -0.00557192 0.220111 4.7364 3.1371
10.3556 2.32168 -0.0074321 0.224196 4.37536 9.38583
7.03993 1.52723 0.0132974 0.216938 -6.398 2.93706
6.66305 1.45585 -0.0174639 0.218495 -4.83261 4.58718
12.9344 2.81667 0.00236232 0.217767 11.6369 5.64629
8.08574 1.76987 -0.00196357 0.218887 5.17785 6.2104
2.91013 0.651772 0.0184051 0.223966 -1.82035 2.27051
17.0848 3.79205 0.00235288 0.221955 -14.498 -9.03867
2.76313 0.553816 -0.0111762 0.20043 -1.98296 1.92425
2.63065 0.551068 -0.00133478 0.209479 -1.54496 -2.12918
7.30026 1.67493 0.0126481 0.229434 4.48992 5.75625
8.18581 1.83247 -0.00493372 0.22386 -7.53897 3.18926
2.14442 0.448225 0.0142803 0.209019 -2.0182 0.724848
2.27485 0.475952 0.0109157 0.209223 1.6446 -1.5717
7.07969 1.58404 0.00588274 0.223744 -6.23596 3.35184
7.61015 1.6335 -0.00676058 0.214647 -4.75423 -5.94236
5.59997 1.25033 -0.0146948 0.223274 -2.72282 -4.89346
2.0565 0.439916 -0.000764718 0.213914 -0.0567782 2.05572
2.96675 0.658377 0.0117959 0.221918 -0.9281 -2.81785
4.89206 1.07804 0.0239947 0.220365 -2.08985 -4.42321
7.45553 1.75842 0.0038612 0.235855 -7.45468 -0.11264
3.42253 0.781645 -0.00311298 0.228382 -3.25012 -1.07258
6.32897 1.37173 0.00313708 0.216739 4.56098 -4.38786
5.52721 1.18744 0.00474782 0.214836 0.880974 -5.45655
2.39958 0.522799 0.0212749 0.217871 -0.798373 2.26287
4.21481 0.911163 0.0184897 0.216181 -3.891 -1.6201
3.56754 0.801422 -0.000154721 0.224643 3.32558 1.29145
8.44727 1.83658 0.00406921 0.217417 6.14789 5.79309
10.8401 2.35057 0.000194424 0.216839 -8.95182 -6.11338
2.92499 0.629192 0.0174635 0.215109 2.81526 0.793627
3.21851 0.72202 -0.0230403 0.224333 -0.268132 -3.20733
8.24255 1.77417 0.00885138 0.215246 3.48621 -7.46899
8.75389 1.93842 0.000479924 0.221435 -3.4294 -8.05418
4.07427 0.955222 -0.00653743 0.234452 -2.76744 -2.99014
3.65228 0.814517 -0.00293202 0.223016 -2.38292 2.76783
6.62024 1.45056 -0.000487442 0.21911 3.49542 -5.62225
12.0885 2.66125 0.00478123 0.220148 -9.42222 7.57317
11.7854 2.55784 0.00531383 0.217034 7.76807 -8.86306
8.9089 1.91155 0.00609552 0.214566 -8.44935 -2.82435
3.12067 0.694054 -0.0227886 0.222405 1.81136 -2.54118
8.72954 1.9691 0.00734149 0.225567 -2.56282 8.34487
6.27006 1.3576 -0.00229716 0.216521 -3.70322 5.05962
2.98768 0.672113 0.0137693 0.224961 2.98268 -0.17286
2.44707 0.567567 -0.00718748 0.231938 0.81482 -2.30742
7.16661 1.59459 0.00035294 0.222502 6.70371 2.53387
4.81025 1.0647 0.00133751 0.22134 4.47953 -1.75282
7.64288 1.58074 0.0088773 0.206826 -3.0874 -6.99154
3.84239 0.883911 0.0210525 0.230042 2.19697 -3.15234
3.36506 0.72412 0.00908908 0.215187 -1.59507 -2.96301
3.75585 0.838506 0.00537571 0.223254 3.32824 -1.74045
5.02628 1.08894 0.00093367 0.216649 -0.0682231 -5.02582
3.50086 0.76614 0.000501839 0.218843 -0.136763 -3.49819
14.9571 3.30305 -0.00282987 0.220834 10.5609 -10.5916
5.19617 1.21361 -0.0070753 0.233558 -3.4127 -3.91838
4.72372 1.02025 0.0059279 0.215984 -1.62636 4.43491
4.15893 0.885197 0.00510656 0.212842 1.94292 3.6772
10.1946 2.2873 -0.0029938 0.224363 -1.51696 -10.0812
5.39707 1.1326 0.00256733 0.209854 2.6986 -4.67397
2.26079 0.508717 0.0112191 0.225017 0.499403 -2.20494
7.96183 1.77792 -0.00155315 0.223306 0.549276 -7.94286
4.70474 0.998018 0.00993059 0.21213 -3.04754 3.58429
10.2452 2.22357 -0.00357285 0.217035 -0.146774 10.2442
2.25354 0.50289 0.00433523 0.223155 2.19965 -0.489881
6.86215 1.5332 0.00233293 0.223428 -6.82587 0.704651
4.48168 0.953082 0.00373526 0.212662 -0.11172 4.48029
4.04659 0.902263 -0.00244534 0.222969 -0.750829 3.97632
10.4035 2.27039 0.00552989 0.218232 10.3391 1.15633
3.94483 0.86032 0.0157177 0.218088 -0.490144 3.91427
3.54375 0.776046 -0.000924694 0.21899 -1.87925 -3.00443
2.97904 0.628626 0.0152817 0.211016 2.09003 -2.12284
4.24561 0.868318 -0.0118798 0.204521 -0.506456 4.21529
2.36524 0.549787 -0.0177034 0.232445 1.35158 1.94103
7.93568 1.74216 -0.00422442 0.219534 7.58573 -2.33059
2.2308 0.473872 -0.0125343 0.212423 1.66991 -1.47915
7.5837 1.68015 0.00361908 0.221547 5.56552 5.15146
3.06511 0.693806 -0.0153793 0.226356 1.39696 2.72825
6.95205 1.50953 -0.017342 0.217134 -5.18347 -4.63278
4.0867 0.904507 0.0196347 0.22133 -3.29813 -2.41317
2.57803 0.535622 0.00663036 0.207764 -1.19426 2.28472
3.64936 0.789278 -0.0191842 0.216278 -3.20218 -1.75039
11.3281 2.53522 0.00119016 0.2238 9.95677 -5.40259
6.40592 1.37686 0.00408923 0.214936 -6.33202 -0.970211
4.31172 0.918983 -0.0064835 0.213136 2.71624 3.34857
3.81085 0.86038 0.000699414 0.225771 -3.01804 -2.32679
15.8506 3.48975 0.00365287 0.220165 -14.4142 6.59352
5.32282 1.14556 -0.00827832 0.215217 -5.0999 1.52429
3.8399 0.894495 -0.001909 0.232947 -2.67968 2.7503
4.72397 1.04817 8.18742e-05 0.221884 4.16031 2.23777
4.19792 0.911705 -0.00628946 0.21718 -1.61805 3.87356
2.60956 0.548249 0.0198182 0.210092 -1.98405 -1.6951
4.90543 1.10418 -0.00275895 0.225093 3.41046 -3.5259
2.63536 0.5467 -0.00213127 0.207448 2.10929 1.57988
8.84014 1.93853 0.00523345 0.219287 8.75574 -1.21864
3.94603 0.898198 -0.00261485 0.22762 3.93378 -0.310706
7.34791 1.60162 -0.0050613 0.21797 -3.29302 6.5687
2.39128 0.516733 0.00861739 0.216091 0.219772 2.38116
12.287 2.6883 0.00181471 0.218792 -11.8212 3.3513
7.69079 1.70515 0.00027476 0.221713 0.651199 7.66317
5.82588 1.24197 0.00317518 0.213182 0.0527938 5.82564
6.80665 1.49656 -0.000250981 0.219867 0.731826 -6.76719
5.76342 1.2589 5.17136e-05 0.218429 3.49241 4.58477
2.07731 0.457052 -0.0169602 0.220021 0.959158 -1.84262
4.90839 1.11929 -0.005236 0.228036 -3.37338 -3.56547
3.23326 0.685856 -0.00154052 0.212125 -2.29125 -2.28125
2.19748 0.506276 -0.0137441 0.23039 -1.86061 1.1692
4.36578 1.01319 -0.00239734 0.232076 -4.31818 -0.642933
4.21997 0.874511 0.0109127 0.207232 3.11523 2.84667
4.60741 0.938258 -0.000711157 0.203641 4.45162 1.188
8.55979 1.81912 -0.00551182 0.212519 5.54443 6.52145
3.40869 0.755667 0.0208026 0.221688 -1.08415 3.23169
3.07122 0.677043 0.0102705 0.220447 1.09094 2.87093
7.22675 1.58859 0.00857799 0.219821 -2.75052 6.68286
8.75499 1.94444 -0.0109018 0.222095 8.25488 2.91664
6.44193 1.39688 0.00729839 0.216842 -2.92412 5.74003
16.1179 3.53945 -0.00227478 0.219597 -11.8587 -10.916
4.03685 0.825163 0.011966 0.204408 -3.2917 2.33685
5.08126 1.15456 0.0109984 0.22722 5.08116 -0.0329897
5.76656 1.30729 -0.0103688 0.226701 1.2179 -5.63648
4.00873 0.819102 0.010274 0.20433 1.70205 -3.62945
3.50913 0.801354 -0.0153829 0.228363 1.15571 -3.31335
2.54743 0.53926 0.0024758 0.211688 1.77802 1.8243
6.48019 1.37543 0.0052863 0.212251 -2.35538 6.03697
10.2244 2.23964 0.00467004 0.21905 -10.0892 -1.65713
3.08796 0.651596 0.000238828 0.211012 2.60908 1.65172
13.9264 3.07916 0.00539334 0.221102 8.0277 -11.3798
2.74568 0.605055 -0.00973694 0.220366 1.60313 2.22906
2.76856 0.591 0.00213701 0.213468 -2.613 0.914969
8.67962 1.99756 -0.00229638 0.230144 -5.18043 -6.96411
5.67219 1.28953 -0.0199108 0.227343 -2.45561 -5.11309
2.40366 0.522158 -0.01405 0.217234 2.30948 0.666248
5.55635 1.23149 0.00993387 0.221637 1.67035 5.29934
3.38231 0.749674 -0.0168052 0.221645 2.1136 -2.64059
2.32995 0.499176 -0.00305344 0.214243 0.244122 -2.31713
3.60775 0.787243 0.00979877 0.218209 -0.992565 -3.46853
6.23854 1.33118 0.00891947 0.213381 -6.16093 0.980962
6.79419 1.50639 0.0059439 0.221717 2.9398 -6.12525
4.61505 1.00267 -0.0103154 0.21726 4.23241 1.83994
2.08047 0.427597 -0.0373873 0.205529 2.0225 -0.487702
2.14835 0.450795 -0.0075396 0.209834 0.657924 2.04512
4.15844 0.88205 0.00554806 0.212111 -0.722427 4.09521
3.34151 0.741155 -0.0201029 0.221802 2.63584 2.0538
2.58238 0.58395 0.0111599 0.226129 1.11951 -2.32709
4.59605 1.05971 0.00693144 0.23057 4.55219 -0.633418
4.66512 1.0407 -0.0212673 0.223082 4.50135 1.22525
4.31634 0.932958 -0.01531 0.216146 3.73146 2.16955
3.51848 0.785788 -0.00609737 0.223332 -3.24713 1.35494
13.0247 2.86327 0.00215196 0.219834 -7.98157 -10.2926
5.96059 1.34228 0.000173775 0.225192 -3.72607 -4.65242
5.71875 1.24777 0.00980754 0.218189 4.62421 -3.36464
5.23434 1.15091 -0.00666194 0.219878 3.4926 -3.89873
3.75618 0.822062 -0.00216662 0.218856 3.32579 -1.74586
4.53028 0.997299 -0.00735679 0.220141 4.25255 -1.56182
2.89229 0.643299 0.0274872 0.222419 -1.14727 -2.65501
4.40356 0.954734 0.0155801 0.21681 -1.65155 4.08212
3.60497 0.767045 0.0131607 0.212774 0.474844 3.57356
2.42129 0.511417 0.000795935 0.211216 0.0504733 -2.42077
6.46735 1.46477 -0.00702935 0.226487 6.41613 -0.812322
5.21115 1.13193 0.00371435 0.217213 -1.70439 4.92455
4.50044 0.970826 0.00339015 0.215718 0.84176 4.42102
4.43849 1.01821 -0.00621039 0.229405 -4.4098 0.503801
5.338 1.18508 -0.0114232 0.222008 5.2077 1.17222
4.29348 1.00002 -0.0223568 0.232916 -4.28207 0.312845
2.87897 0.668409 -0.00326524 0.23217 2.66635 1.08584
4.17281 0.921079 0.00894814 0.220733 -3.68916 1.95
9.82082 2.12881 0.0124869 0.216765 1.90194 9.63489
6.70682 1.47299 0.0106086 0.219626 5.22684 -4.20256
2.75895 0.597934 0.0200943 0.216725 -1.88464 -2.01493
4.8288 1.05404 -0.00125224 0.218281 4.81264 0.394732
4.83599 1.0876 0.0149491 0.224897 3.53789 3.29699
6.33013 1.39442 0.00660646 0.220283 -6.04633 1.87415
5.60091 1.20168 0.0030372 0.21455 0.160752 -5.59861
5.30911 1.17334 -0.00163985 0.221006 3.80063 3.707
5.89671 1.25737 0.00877432 0.213232 -3.40821 -4.812
7.87935 1.73621 -0.00442858 0.220349 7.58233 -2.14299
7.46944 1.6131 -0.000924379 0.215959 -5.63713 4.90055
3.18261 0.71967 0.0111788 0.226126 -1.92165 2.53699
7.33404 1.55808 -0.00841513 0.212446 -7.14357 -1.66059
11.63 2.51923 0.000448543 0.216614 7.80502 -8.62202
2.33451 0.528035 -0.00295764 0.226187 -2.31296 0.316425
9.49961 2.08108 0.00372968 0.21907 9.45262 -0.943648
2.11916 0.46991 -0.00216473 0.221743 -1.96641 0.789984
5.65482 1.23102 -0.00367809 0.217694 -2.80825 4.90823
10.7113 2.35846 0.00211503 0.220184 -6.29587 8.66569
6.25528 1.34151 0.0115864 0.214461 -6.18222 -0.953226
5.5443 1.1703 0.0171985 0.211082 -1.17611 -5.41812
2.82982 0.617563 -0.0342364 0.218234 0.088743 2.82843
17.0803 3.80384 -0.000449898 0.222704 15.8064 -6.47238
2.67055 0.515619 0.0144781 0.193076 0.803593 2.54678
2.61064 0.576639 0.0106708 0.22088 0.565715 2.54861
6.83724 1.45445 0.0158506 0.212725 5.15367 -4.49306
6.82499 1.48926 0.00159779 0.218206 6.82329 0.152458
2.00807 0.471442 -0.0290507 0.234774 -0.759944 -1.85872
2.34258 0.528776 0.0156647 0.225724 -1.73043 1.57901
4.2224 0.910161 0.00239641 0.215556 -4.21199 0.296336
3.00545 0.627931 0.0037312 0.208931 1.05196 -2.81534
6.16043 1.27959 0.0207342 0.207711 -4.17423 -4.53064
4.08977 0.918207 -0.000217153 0.224513 3.70712 -1.72726
2.51373 0.546547 0.0327196 0.217425 1.7767 1.77824
7.29303 1.58848 0.0044759 0.217808 -2.35945 -6.90081
8.43578 1.9293 0.0133344 0.228704 -4.30374 -7.25535
3.65431 0.841636 0.0240655 0.230313 1.92831 3.10413
6.62529 1.4396 0.00649731 0.217288 -6.18345 2.37894
3.45212 0.788138 0.0218581 0.228305 0.0169054 3.45208
3.43913 0.763469 -0.00142936 0.221995 -3.42303 -0.332412
5.53922 1.17624 -0.00232393 0.212349 -3.32617 -4.42939
6.49146 1.37543 -0.0163892 0.211883 5.31529 -3.72649
6.31496 1.41766 -0.012204 0.224492 4.39702 -4.53264
3.91615 0.828909 0.00198369 0.211664 0.418961 3.89368
6.61717 1.43274 0.0138297 0.216519 -0.0604877 6.6169
10.3032 2.24652 0.00433633 0.218041 -1.02526 -10.2521
2.22425 0.488266 -0.00461422 0.21952 2.21805 -0.165959
3.26798 0.736486 0.0153499 0.225364 -3.21909 -0.563167
5.88168 1.3122 -0.0116563 0.2231 2.07675 5.50284
3.16714 0.705778 -0.00399203 0.222844 2.93748 -1.18405
7.76266 1.72212 0.00298183 0.221846 -5.50281 -5.47522
4.00711 0.933363 0.0207325 0.232927 -0.181974 -4.00298
2.97435 0.669402 0.0130562 0.225058 -0.680523 -2.89545
4.57971 0.962852 0.014145 0.210243 4.5404 -0.598746
2.83592 0.648684 0.0150695 0.228738 -2.80348 0.427732
8.56282 1.89074 -0.0023136 0.220808 -7.09439 4.79494
7.78437 1.63438 -0.0114219 0.209957 4.42944 6.40128
7.61587 1.6633 0.000915629 0.218399 5.86257 -4.86124
6.31088 1.37992 0.00256601 0.218658 6.26236 0.781007
4.27009 0.937638 0.0041655 0.219583 4.26957 0.0665154
6.79217 1.49457 0.00645318 0.220043 5.18819 -4.38363
3.50503 0.742664 0.00067286 0.211885 -2.53208 2.42359
2.46177 0.535659 0.0112061 0.217591 -2.39286 0.578412
9.55867 2.14487 -0.00817219 0.22439 5.90536 7.51631
10.1661 2.15517 0.00650237 0.211996 8.90234 4.90893
2.44463 0.564128 -0.0090167 0.230762 -1.8209 -1.63112
7.37411 1.63512 -0.00895465 0.221738 0.999096 7.30611
13.8206 3.08169 -0.00139562 0.222978 8.91581 -10.5602
13.4705 2.9784 -0.000252485 0.221105 4.97766 12.5171
5.70469 1.18202 0.0109378 0.207202 0.735042 -5.65714
5.39234 1.17363 0.00355036 0.217647 2.18294 4.93073
3.86873 0.856628 -0.0138576 0.221423 3.596 -1.42686
2.20025 0.433882 -0.00367665 0.197197 1.75423 -1.32808
3.74866 0.805589 -0.0249919 0.214901 -3.74402 0.186474
8.17784 1.78441 -0.000278507 0.218201 8.17769 0.0490619
5.91835 1.27086 -0.00253625 0.214732 -5.91141 0.286593
2.48114 0.55025 -0.0203657 0.221773 -2.08644 1.3427
5.87116 1.27386 0.00519255 0.216969 -2.3834 5.36563
2.20419 0.454061 -0.0172203 0.205999 -2.19454 -0.206001
8.12904 1.75178 -0.00420381 0.215496 -7.30886 3.55835
6.58902 1.46485 -0.0127509 0.222317 1.13584 -6.49039
5.34222 1.12407 0.0100726 0.210412 -2.17323 -4.8802
5.94084 1.33247 0.00767896 0.22429 5.85016 -1.03405
8.41922 1.78426 0.0108523 0.211926 -6.58121 -5.2508
7.39336 1.5509 0.0040459 0.209769 7.2963 -1.19408
6.14223 1.32472 -0.00789287 0.215674 -5.77537 -2.09097
2.45896 0.545167 -0.0259827 0.221706 2.36424 -0.675922
8.87573 1.86639 0.00652707 0.21028 7.89392 4.05768
2.4277 0.486821 0.0186526 0.200528 -2.15697 1.11409
4.66302 0.970857 0.00274309 0.208203 -1.76993 4.31406
3.89989 0.858633 0.0157034 0.220169 0.0204216 -3.89984
4.18275 0.876658 0.0215031 0.209589 3.66361 -2.01825
16.3242 3.58601 0.00162758 0.219675 6.99675 -14.7487
6.17584 1.31893 0.000228941 0.213563 1.28945 -6.03973
8.75191 1.98872 -0.000645652 0.227233 -1.27064 8.65918
16.0917 3.54103 -0.000404768 0.220053 10.6104 12.0981
4.60212 1.01982 0.01091 0.221598 4.59858 -0.180493
4.52429 1.04072 -0.0148855 0.230029 -4.1039 1.90451
2.23493 0.463828 -0.00923768 0.207536 -1.80045 -1.32412
2.84338 0.638732 0.00680608 0.224638 0.954352 2.67844
5.38114 1.22869 -0.00721131 0.228332 -4.28264 -3.25817
8.89933 1.97698 0.00867002 0.222149 -8.01979 3.8576
2.2464 0.487268 0.0177966 0.216911 -0.125803 2.24287
7.60688 1.59691 0.000247843 0.209929 4.4576 6.16397
2.35277 0.533968 -0.0122598 0.226953 -1.80424 -1.51004
3.82855 0.797073 0.0128424 0.208192 -1.36404 3.57732
4.57091 0.945628 -0.0113886 0.20688 2.16724 4.02447
2.53782 0.526243 0.0213167 0.20736 1.73776 1.84952
2.27544 0.488345 -0.0251583 0.214616 -1.64088 -1.57643
5.47884 1.27794 -0.0176957 0.23325 3.97373 3.77189
5.33015 1.22604 0.0113594 0.230019 4.40968 2.99418
7.49771 1.59628 0.00644801 0.212902 4.25483 6.1735
13.3991 2.91808 -0.000780172 0.217782 10.7833 -7.95337
8.90865 2.01928 -0.00533229 0.226665 8.47501 2.74557
8.53083 1.89592 0.0188812 0.222243 8.25774 2.14122
3.20567 0.650172 0.0104178 0.202819 -1.99441 2.50972
5.5923 1.22776 0.000931684 0.219544 -5.14767 -2.18524
10.6718 2.3773 -0.00263345 0.222765 -6.02692 -8.80702
3.07187 0.659507 -0.00960672 0.214692 -2.89459 1.02847
3.18534 0.65259 0.0089846 0.204873 2.54371 -1.91728
8.81252 2.04482 -0.00800797 0.232035 7.0864 5.23864
4.00202 0.893277 0.00420629 0.223207 -2.78744 -2.87164
2.13768 0.438936 -0.012594 0.205334 -1.41596 1.60147
9.40802 2.06227 0.00319123 0.219204 -4.27476 -8.38076
10.5279 2.33816 0.00129893 0.222092 -8.39013 6.35937
7.61912 1.66291 0.0149242 0.218255 -5.32532 5.44903
2.45461 0.556799 0.0075841 0.226838 1.94614 -1.49588
10.0144 2.20417 0.0112189 0.2201 5.11172 -8.61153
10.2159 2.21346 0.00296804 0.216669 3.91267 9.4369
2.80436 0.59983 -0.00983895 0.213892 2.44465 1.37408
4.07348 0.939541 -0.00629824 0.230648 -3.93142 1.06641
5.45625 1.24179 -0.00633898 0.227591 -2.98949 4.56438
4.00553 0.844098 -0.0181564 0.210733 -1.68283 3.63488
7.20656 1.51295 0.00955316 0.209941 -4.70791 -5.4562
14.8426 3.29074 -0.000176532 0.221709 -14.7815 -1.34553
3.22129 0.681535 -0.00472408 0.211572 1.72593 -2.7199
2.70185 0.607498 -0.0226415 0.224845 -2.34802 1.3367
5.2529 1.18341 0.00221244 0.225287 -5.03107 -1.51038
5.64198 1.26575 -0.0127904 0.224345 -5.169 2.26127
2.45045 0.532761 -0.0132841 0.217414 -2.29037 -0.871139
